Company Name,Industry,Listing Date,Current Price,Price Change (%),Offering Price,Change from Offering Price (%),Opening Price,Opening/Offering (%),First Day Closing Price,Financial Date,Annual Data,Operating Profit Margin,ROE,Debt Ratio,Quick Ratio,EPS,Competition Rate,Interest Rate,y
큐로셀,바이오테크놀로지,2023-11-09,24400.0,-3.56,20000.0,22.0,22550.0,12.75,21700.0,2020.12,V,29431.28,55.22,2023.74,90.25,-815.0,20.88,3.5,8.5
에스와이스틸텍,철강,2023-11-13,7750.0,-3.85,1800.0,330.56,3300.0,83.33,4065.0,2022.12,V,8.33,30.6,135.19,102.07,253.0,1113.85,3.5,125.83333333333333
에이직랜드,반도체 및 관련 장비,2023-11-13,26650.0,-4.14,25000.0,6.6,31800.0,27.2,30300.0,2021.12,V,5.66,31.02,276.86,104.65,364.0,490.02,3.5,21.2
에코프로머티리얼즈(유가),화학,2023-11-17,85000.0,-6.7,36200.0,134.81,43000.0,18.78,57200.0,2022.12,V,5.86,6.77,102.01,36.61,294.0,17.2,3.5,58.011049723756905
스톰테크,전기장비,2023-11-20,3225.0,0.62,11000.0,-70.68,18890.0,71.73,19060.0,2022.12,V,23.13,31.23,44.97,149.01,479.0,573.97,3.5,73.27272727272728
동인기연(유가),기계,2023-11-21,15800.0,-3.72,30000.0,-47.33,30700.0,2.33,29150.0,2022.12,V,17.02,7.65,284.64,42.12,5665.0,4.04,3.5,-2.833333333333333
에코아이,환경 서비스,2023-11-21,15830.0,-1.31,34700.0,-54.38,46100.0,32.85,62300.0,2022.12,V,33.32,40.34,59.2,70.04,2195.0,19.69,3.5,79.53890489913545
한선엔지니어링,건설,2023-11-24,9120.0,-2.46,7000.0,30.29,16600.0,137.14,18330.0,2022.12,V,17.5,31.13,173.52,32.02,436.0,1141.25,3.5,161.85714285714286
그린리소스,화학,2023-11-24,12940.0,-3.65,17000.0,-23.88,29500.0,73.53,52300.0,2022.12,V,14.87,18.88,65.56,65.07,547.0,590.07,3.5,207.64705882352942
에이에스텍,반도체 및 관련 장비,2023-11-28,18880.0,-4.16,28000.0,-32.57,85000.0,203.57,70100.0,2023.12,V,19.37,26.95,49.23,161.52,1544.0,1374.49,3.5,150.35714285714286
에이텀,소프트웨어,2023-12-01,5890.0,-1.51,18000.0,-67.28,56900.0,216.11,30400.0,2023.12,V,-10.78,-54.59,166.09,91.11,-881.0,1622.23,3.5,68.88888888888889
와이바이오로직스,생물공학,2023-12-05,7580.0,-4.65,9000.0,-15.78,23450.0,160.56,12800.0,2023.12,,-571.82,-112.36,29.42,394.46,-1054.0,816.16,3.5,42.22222222222222
케이엔에스,전기제품,2023-12-06,12290.0,-4.58,23000.0,-46.57,71000.0,208.7,92000.0,2023.12,V,13.19,9.71,38.07,211.93,502.0,1450.7,3.5,300.0
LS머트리얼즈,전기제품,2023-12-12,11490.0,-4.65,6000.0,91.5,19940.0,232.33,24000.0,2024.06,,5.0,5.29,30.92,183.52,22.0,1164.5,3.5,300.0
블루엠텍,건강관리업체및서비스,2023-12-13,13560.0,-6.35,19000.0,-28.63,55300.0,191.05,51000.0,2024.06,,-6.39,-5.99,92.83,86.39,222.0,800.34,3.5,168.42105263157893
"디에스단석(구,단석산업)",화학,2023-12-22,59400.0,4.21,100000.0,-40.6,370000.0,270.0,400000.0,2023.12,V,7.12,19.2,155.68,45.63,2652.0,984.1,3.5,300.0
우진엔텍,에너지장비및서비스,2024-01-24,18980.0,-5.34,5300.0,258.11,21200.0,300.0,21200.0,2023.12,V,14.49,18.3,17.4,394.68,794.0,2707.18,3.5,300.0
현대힘스,조선,2024-01-26,14310.0,-2.19,7300.0,96.03,28950.0,296.58,29200.0,2023.12,V,7.65,5.87,41.65,59.12,342.0,1231.2,3.5,300.0
포스뱅크,산업서비스와공급품,2024-01-29,6380.0,-3.92,18000.0,-64.56,47550.0,164.17,23350.0,2023.12,V,10.63,20.77,54.02,147.62,978.0,699.04,3.5,29.72222222222222
스튜디오삼익,가구,2024-02-06,8210.0,-3.53,18000.0,-54.39,52000.0,188.89,39900.0,2023.12,V,2.91,12.01,65.19,92.67,649.0,2650.33,3.5,121.66666666666666
케이웨더,IT서비스,2024-02-22,3450.0,7.48,7000.0,-50.71,19920.0,184.57,16600.0,2023.12,V,-16.81,-26.05,75.39,163.04,-277.0,1988.83,3.5,137.14285714285714
이에이트,소프트웨어,2024-02-23,9130.0,-3.79,20000.0,-54.35,26150.0,30.75,22600.0,2023.12,V,-143.23,124.68,-185.17,5.53,-761.0,381.16,3.5,13.0
코셈,전기장비와기기,2024-02-23,7870.0,-4.02,16000.0,-50.81,42000.0,162.5,25550.0,2023.12,V,10.94,14.35,26.25,303.48,337.0,2518.4,3.5,59.68750000000001
케이엔알시스템,기계,2024-03-07,6830.0,-3.12,13500.0,-49.41,37000.0,174.07,27050.0,2023.12,V,-20.29,-78.98,306.94,39.74,-513.0,2266.72,3.5,100.37037037037038
오상헬스케어,생명과학도구및서비스,2024-03-13,11200.0,-3.61,20000.0,-44.0,33250.0,66.25,29350.0,2023.12,,-49.56,47.25,9.29,633.73,-305.0,2126.13,3.5,46.75
삼현,자동차부품,2024-03-21,6890.0,2.07,30000.0,-77.03,67000.0,123.33,47000.0,2023.12,V,9.81,21.42,95.25,104.35,369.0,1645.13,3.5,56.666666666666664
엔젤로보틱스,건강관리장비와용품,2024-03-26,24850.0,-3.68,20000.0,24.25,50500.0,152.5,65000.0,2023.12,V,-126.224,166.35,145.66,144.84,-784.0,2242.01,3.5,225.0
아이엠비디엑스,생명과학도구및서비스,2024-04-03,11670.0,-6.11,13000.0,-10.23,28550.0,119.62,36000.0,2023.12,V,-192.92,91.33,18.0,494.2,-912.0,2654.19,3.5,176.9230769230769
제일엠앤에스(구.제일기공),전기제품,2024-04-30,7760.0,-4.43,22000.0,-64.73,37700.0,71.36,27000.0,2023.12,V,1.23,-11.17,345.63,41.58,-256.0,1438.96,3.5,22.727272727272727
디앤디파마텍,생물공학,2024-05-02,39350.0,0.77,33000.0,19.24,49250.0,49.24,36500.0,2023.12,V,-72.21,14.03,43.44,261.33,429.0,1543.97,3.5,10.606060606060606
민테크,전기제품,2024-05-03,4980.0,-3.3,10500.0,-52.57,14900.0,41.9,12880.0,2023.12,V,-37.62,-876.08,173.4,134.25,-427.0,1529.43,3.5,22.666666666666664
코칩,전기장비,2024-05-07,9250.0,-4.05,18000.0,-48.61,33000.0,83.33,28450.0,2023.12,V,12.73,23.76,63.55,43.03,690.0,734.49,3.5,58.05555555555556
HD현대마린솔루션(구.HD현대글로벌서비스)(유가),조선,2024-05-08,133300.0,0.98,83400.0,59.83,119900.0,43.76,163900.0,2023.12,V,14.08,71.59,173.63,89.12,3778.0,255.8,3.5,96.52278177458034
아이씨티케이,통신장비,2024-05-17,6000.0,-0.5,20000.0,-70.0,19990.0,-0.05,28700.0,2023.12,V,-38.22,83.16,10.68,825.5,-902.0,1107.95,3.5,43.5
노브랜드,"섬유,의류,신발,호화품",2024-05-23,17370.0,0.52,14000.0,24.07,31000.0,121.43,54300.0,2023.12,V,2.28,0.87,178.95,79.6,121.0,2071.41,3.5,287.85714285714283
그리드위즈,전기유틸리티,2024-06-14,16600.0,-6.69,40000.0,-58.5,60600.0,51.5,49500.0,2023.12,V,1.21,9.4,59.06,64.18,661.0,569.89,3.5,23.75
라메디텍,건강관리장비와용품,2024-06-17,9350.0,-3.81,16000.0,-41.56,50000.0,212.5,24550.0,2023.12,V,-120.82,-120.8,31.88,609.29,-1228.0,2140.38,3.5,53.43750000000001
씨어스테크놀로지,건강관리기술,2024-06-19,10970.0,0.92,17000.0,-35.47,34450.0,102.65,18500.0,2023.12,V,-520.07,-75.94,111.47,72.22,-905.0,1436.96,3.5,8.823529411764707
한중엔시에스,자동차부품,2024-06-24,20050.0,-9.28,30000.0,-33.17,45550.0,51.83,34000.0,2023.12,V,-10.43,-83.21,808.47,47.94,-2310.0,1000.82,3.5,13.333333333333334
에스오에스랩,전기장비와기기,2024-06-25,9370.0,-2.5,11500.0,-18.52,20850.0,81.3,14420.0,2023.12,V,-202.92,-31.32,30.01,406.7,655.0,2229.39,3.5,25.39130434782609
하이젠알앤엠,기계,2024-06-27,10450.0,-8.73,7000.0,49.29,18000.0,157.14,15160.0,2023.12,V,5.61,5.98,133.58,133.4,53.0,2549.13,3.5,116.57142857142857
에이치브이엠(구.한국진공야금),비철금속,2024-06-28,20500.0,6.0,18000.0,13.89,28650.0,59.17,20200.0,2023.12,V,8.99,-32.73,180.44,33.76,-661.0,960.35,3.5,12.222222222222221
이노스페이스,우주항공과국방,2024-07-02,20200.0,-1.46,43300.0,-53.35,43900.0,1.39,34450.0,2023.12,V,-11351.94,-107.99,17.02,426.16,-3708.0,1150.72,3.5,-20.438799076212472
하스,건강관리장비와용품,2024-07-03,8180.0,-3.08,16000.0,-48.88,27600.0,72.5,17150.0,2023.12,V,10.06,13.76,92.61,44.73,303.0,2126.46,3.5,7.187499999999999
엑셀세라퓨틱스,생물공학,2024-07-15,4820.0,-3.6,10000.0,-51.8,12480.0,24.8,8330.0,2023.12,V,-774.61,-170.8,339.2,37.41,-1049.0,517.7,3.5,-16.7
산일전기(유가),전기장비,2024-07-29,61500.0,1.32,35000.0,75.71,44900.0,28.29,50200.0,2023.12,V,21.72,47.0,51.94,111.34,8807.0,423.09,3.5,43.42857142857143
피앤에스미캐닉스,건강관리장비와용품,2024-07-31,9140.0,-7.11,22000.0,-58.45,30000.0,36.36,25050.0,2023.12,V,21.96,20.5,19.07,451.03,278.0,1585.92,3.5,13.863636363636363
아이빔테크놀로지,생명과학도구및서비스,2024-08-06,4365.0,-1.8,10000.0,-56.35,10000.0,0.0,13360.0,2023.12,V,-64.63,140.14,28.98,708.63,-648.0,1094.66,3.5,33.6
뱅크웨어글로벌,IT서비스,2024-08-12,5600.0,-1.93,16000.0,-65.0,15990.0,-0.06,15750.0,2023.12,V,-6.25,-228.62,342.42,145.4,-932.0,239.18,3.5,-1.5625
유라클,소프트웨어,2024-08-16,10360.0,-1.05,21000.0,-50.67,27900.0,32.86,21000.0,2023.12,V,6.78,31.54,59.49,305.23,1097.0,1080.44,3.5,0.0
전진건설로봇(구.전진중공업)(유가),기계,2024-08-19,26550.0,-10.61,16500.0,60.91,27500.0,66.67,20550.0,2023.12,V,20.78,29.35,51.66,123.66,1885.0,1087.26,3.5,24.545454545454547
케이쓰리아이,IT서비스,2024-08-20,5060.0,-4.53,15500.0,-67.35,15800.0,1.94,10550.0,2023.12,V,8.54,15.76,22.79,261.82,210.0,34.28,3.5,-31.93548387096774
넥스트바이오메디컬,건강관리장비와용품,2024-08-20,42850.0,-2.28,29000.0,47.76,27000.0,-6.9,23700.0,2023.12,V,-107.05,244.41,-602.35,46.76,-1089.0,65.83,3.5,-18.275862068965516
티디에스팜,제약,2024-08-21,16720.0,0.42,13000.0,28.62,27000.0,107.69,52000.0,2023.12,V,16.69,22.73,48.05,218.25,938.0,1608.17,3.5,300.0
엠83,방송과엔터테인먼트,2024-08-22,15320.0,-7.1,16000.0,-4.25,26000.0,62.5,22300.0,2023.12,V,10.37,39.65,43.99,282.25,1073.0,638.05,3.5,39.375
이엔셀,제약,2024-08-23,15820.0,-6.56,15300.0,3.4,35100.0,129.41,17200.0,2023.12,V,-111.68,-71.27,15.69,785.05,-572.0,928.06,3.5,12.418300653594772
아이스크림미디어(구.시공미디어),교육서비스,2024-08-30,12850.0,-9.63,32000.0,-59.84,29700.0,-7.19,22500.0,2023.12,V,27.67,44.11,37.02,212.91,2851.0,12.89,3.5,-29.6875
아이언디바이스,반도체와반도체장비,2024-09-23,5380.0,29.79,7000.0,-23.14,18000.0,157.14,10900.0,2023.12,V,-25.3,-20.9,85.9,117.87,-121.0,1964.99,3.5,55.714285714285715
셀비온,제약,2024-10-16,12390.0,-7.33,15000.0,-17.4,25400.0,69.33,20650.0,2023.12,V,-342.79,-70.98,51.32,552.55,-366.0,1065.46,3.25,37.666666666666664
와이제이링크,전자장비와기기,2024-10-18,12850.0,-4.32,12000.0,7.08,12760.0,6.33,21800.0,2023.12,V,18.87,21.09,77.57,140.72,683.0,961.23,3.25,81.66666666666667
인스피언,IT서비스,2024-10-18,9780.0,-7.21,12000.0,-18.5,20000.0,66.67,15820.0,2023.12,V,25.07,31.25,31.12,136.27,668.0,1538.44,3.25,31.833333333333336
루미르,우주항공과국방,2024-10-21,10410.0,-0.57,12000.0,-13.25,14000.0,16.67,14910.0,2023.12,V,-24.93,-24.89,45.16,215.2,-424.0,130.78,3.25,24.25
한켐,디스플레이장비및부품,2024-10-22,9960.0,-6.92,18000.0,-44.67,32500.0,80.56,22800.0,2023.12,V,18.64,24.14,49.32,148.77,674.0,464.65,3.25,26.666666666666668
씨메스,기계,2024-10-24,19900.0,3.27,30000.0,-33.67,35600.0,18.67,23100.0,2023.12,V,-130.75,-219.59,23.85,838.69,-1752.0,425.77,3.25,-23.0
에이치엔에스하이텍,전자장비와기기,2024-10-25,16770.0,-3.51,22000.0,-23.77,19390.0,-11.86,16980.0,2023.12,V,17.33,41.39,10.28,710.01,4013.0,133.8,3.25,-22.818181818181817
웨이비스,우주항공과국방,2024-10-25,8910.0,1.83,15000.0,-40.6,18010.0,20.07,10890.0,2023.12,V,-56.37,-459.71,220.89,46.27,-1619.0,1126.51,3.25,-27.400000000000002
클로봇,기계,2024-10-28,7770.0,-4.07,13000.0,-40.23,12500.0,-3.85,10070.0,2023.12,V,-23.82,-358.86,32.45,390.63,-2059.0,1094.49,3.25,-22.538461538461537
성우,전기제품,2024-10-31,20100.0,-5.19,32000.0,-37.19,32000.0,0.0,28000.0,2023.12,V,19.72,31.41,47.47,189.64,2137.0,816.63,3.25,-12.5
에이럭스,교육서비스,2024-11-01,9320.0,-2.82,16000.0,-41.75,12460.0,-22.13,9880.0,2023.12,V,9.17,25.96,29.32,299.7,346.0,539.86,3.25,-38.25
탑런토탈솔루션,자동차부품,2024-11-01,10870.0,-2.07,18000.0,-39.61,15120.0,-16.0,13740.0,2023.12,V,5.78,26.91,297.62,67.64,1563.0,984.39,3.25,-23.666666666666668
에이치이엠파마(구.에이치이엠),건강관리업체및서비스,2024-11-05,13330.0,-2.34,23000.0,-42.04,20500.0,-10.87,16400.0,2024.09,,-69.07,-58.19,82.66,68.25,-348.0,672.17,3.25,-28.695652173913043
더본코리아(유가),"호텔,레스토랑,레저",2024-11-06,37900.0,1.47,34000.0,11.47,46350.0,36.32,51400.0,2023.12,V,6.23,17.67,57.0,171.71,1837.0,772.8,3.25,51.17647058823529
토모큐브,생명과학도구및서비스,2024-11-07,12710.0,0.0,16000.0,-20.56,12250.0,-23.44,10070.0,2023.12,V,-179.68,465.13,11.67,770.26,-3137.0,39.94,3.25,-37.0625
에어레인,화학,2024-11-08,12130.0,-8.25,23000.0,-47.26,16450.0,-28.48,17590.0,2023.12,V,1.47,-60.76,32.65,242.19,-3798.0,418.31,3.25,-23.52173913043478
노머스,방송과엔터테인먼트,2024-11-12,19950.0,1.53,30200.0,-33.94,21500.0,-28.81,19400.0,2023.12,V,-0.48,-1051.26,19.37,349.51,-4881.0,2.62,3.25,-35.76158940397351
쓰리빌리언,건강관리기술,2024-11-14,6310.0,1.28,4500.0,40.22,5410.0,20.22,4100.0,2023.12,V,-305.91,-36.24,93.95,162.29,-183.0,23.32,3.25,-8.88888888888889
